TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.xenoamess.x8l.dealers.XmlDealer,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,134,0.3,3,35,354,209666,1649191874787,0.5405405405405406,00000011111100111111111111111111111111111111111111101111111111111111111111111111111111111000000000000000000000000000001000000000000000000000000000000000000000001011001111110110011111111,0.5569620253164557,10010101010010101010010101010010101010111111111101011101111011000000000000000000000000000000000000000000001111111111111111111011111111111111111111111111111111,1.0,111111,0,0,6,2,0.47354497354497355,101010000100000101010000100000101010000100000101010000100000011101111111111111111111111110111010111111111001111111111011111111100111111111101111111101001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110111111111111111111111111111101111011111111111111101011111111111111111111111111,0.6923076923076923,1101101111010,1.0,11111,1.0,11111,0.5569620253164557,00011100011110100010000011110001100011111111111110000111111111000000000000000000000000000000000000000000001111111111111111110111111111111111111111111111111111
