TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.xenoamess.x8l.X8lTree,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,185,0.3,3,190,584,262342,1649191874744,0.8129251700680272,111111111111111111111111111111011000111111111111111111111111111111111111111111111111111111111111101111111111111111101000110100011011000001100000111111111111111111100000001111101111111011111111111111100010001101000011111111001111111001111001111111111111111111111111111111111111111111111111100000,0.6489151873767258,111111111111111111111101110111011111111111111111111111111001110111111111111111111110011111111111111111111111110111111111111111111111101101111111011101010101111110000000000111111000000000011111111111110000000001101110000000000100001000000000011000111000000000000000011111111011000001011111111011001011011111111111111111110011001010110000010111001100101011000001001100000100110010101100101101111111111111110101011111111111011111111111110111111111110111111101111111011111101000000000000000000100010101010101010,0.99,1111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111,22,6,47,2,0.7526427061310782,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000001111111111111111111111111000001111111111111111111111111000001111111000001111111000001111111101111111111011111100000111100000000001111000000000011111111110010000111100000000001011000000000010111100000011111110010000011111111111111111111110111111000100000110000011111110001000001100100000111111100000111111110000010000011110000011111101111111111111111111111111111111111111111111111111111111100000111111011111111111111111111111111111111111111111111111111111111111100000111111011111111111111111111111111111111111111111111111110000011111101111111111111111111111111111111111000001111111011111111111111111111111111100000111111110000000001000000100000100000100000100000100000100000100000,0.41732283464566927,0000001011110110010010000010010010010010010010101000010011101010001010101010101010100000000000001101101101101101101101101010110,1.0,111111111111111111111111111111111111111111111111111111111111111111,0.8484848484848485,111111011111111111111111101111111110000001111111110011111111111111,0.6410256410256411,111111111111111111111111111111111111101111111110111111111111111101111011111111111111111111111111111011111111111010111111101011111011111011111101011100110011111110000000000111111000000000011111111111110000000001110110000000000000110000000000000111011000000000000000011111111000101001011111111000100010011111111111111111110010011101010000010111010101100100000101000001001011000111001010011101111111111111101100111111111110111111111111110111111111101111111011111110111111110000000000000000000100010100110010110
